amount,balance,beta_to_policy_rate,branch_id,category,collateral_type,coupon_rate,currency,customer_type,decay_half_life_days,end_of_period_balance,haircut,issuance_date,issue_date,liability_id,maturity_date,modeled_life_years,nmd_flag,notional,open_date,product,rate,runoff_rate_stress,stability_segment,tier,type
,174006.87,0.00,31,deposit,,,USD,retail,0,-174006.87,,,,D0386,2028-10-11,0.00,0,,2016-07-03,time,1.58,0.00,,,
,215181.88,0.49,26,deposit,,,USD,retail,157,-215181.88,,,,D0387,,2.13,1,,2024-10-29,savings,2.48,13.38,volatile,,
,151348.82,0.14,34,deposit,,,USD,retail,204,-151348.82,,,,D0388,,5.18,1,,2015-12-30,demand,3.14,7.95,stable,,
,138056.61,0.58,48,deposit,,,USD,SME,644,-138056.61,,,,D0389,,6.59,1,,2021-02-04,savings,3.33,7.63,volatile,,
,154092.21,0.06,38,deposit,,,USD,SME,327,-154092.21,,,,D0390,,6.01,1,,2022-01-15,demand,2.26,8.27,stable,,
,152873.76,0.30,15,deposit,,,USD,SME,670,-152873.76,,,,D0391,,1.79,1,,2023-11-18,savings,1.20,12.05,volatile,,
,206040.32,0.24,35,deposit,,,USD,corp,556,-206040.32,,,,D0392,,6.74,1,,2024-01-02,demand,1.69,9.66,stable,,
,252847.84,0.00,10,deposit,,,USD,corp,0,-252847.84,,,,D0393,2026-12-14,0.00,0,,2018-01-14,time,1.00,0.00,,,
,243001.53,0.37,3,deposit,,,USD,corp,541,-243001.53,,,,D0394,,2.56,1,,2019-07-02,demand,0.56,3.58,volatile,,
,247906.70,0.30,32,deposit,,,USD,SME,256,-247906.70,,,,D0395,,4.20,1,,2025-07-11,demand,2.33,2.70,volatile,,
,281302.50,0.05,31,deposit,,,USD,SME,649,-281302.50,,,,D0396,,6.85,1,,2017-11-23,savings,2.69,5.64,stable,,
,213673.99,0.00,22,deposit,,,USD,SME,0,-213673.99,,,,D0397,2026-10-17,0.00,0,,2017-08-20,time,3.14,0.00,,,
,287638.46,0.42,29,deposit,,,USD,retail,209,-287638.46,,,,D0398,,2.85,1,,2016-05-17,demand,2.41,6.62,stable,,
,179639.03,0.37,6,deposit,,,USD,retail,317,-179639.03,,,,D0399,,5.69,1,,2023-08-12,demand,1.25,11.74,stable,,
,279013.16,0.00,33,deposit,,,USD,retail,0,-279013.16,,,,D0400,2028-06-19,0.00,0,,2018-04-11,time,1.88,0.00,,,
,,,,wholesale,Agency,,USD,,,-449825.79,1.35,,2022-06-30,W001,2028-01-05,,,449825.79,,,4.10,,,,repo
,,,,wholesale,None,,USD,,,-498127.35,2.85,,2024-10-28,W002,2027-08-31,,,498127.35,,,3.64,,,,term_debt
,,,,wholesale,Agency,,USD,,,-554810.00,2.16,,2024-10-06,W003,2026-11-25,,,554810.00,,,4.27,,,,repo
,,,,wholesale,None,,USD,,,-508734.23,2.22,,2021-02-15,W004,2030-09-30,,,508734.23,,,3.96,,,,term_debt
,,,,wholesale,UST,,USD,,,-279648.88,1.62,,2025-08-28,W005,2028-09-24,,,279648.88,,,4.24,,,,repo
,,,,wholesale,UST,,USD,,,-586793.11,3.62,,2023-02-27,W006,2029-09-21,,,586793.11,,,3.20,,,,subordinated
,,,,wholesale,None,,USD,,,-451402.14,3.58,,2023-01-18,W007,2028-06-21,,,451402.14,,,5.57,,,,repo
,,,,wholesale,UST,,USD,,,-611535.58,3.40,,2023-01-16,W008,2030-06-03,,,611535.58,,,2.11,,,,term_debt
,,,,wholesale,Agency,,USD,,,-466531.30,3.51,,2023-05-12,W009,2028-10-29,,,466531.30,,,3.45,,,,subordinated
,,,,wholesale,None,,USD,,,-445646.01,3.93,,2023-09-18,W010,2030-01-09,,,445646.01,,,3.90,,,,repo
,,,,wholesale,UST,,USD,,,-257592.29,1.58,,2022-07-18,W011,2027-08-03,,,257592.29,,,2.07,,,,repo
,,,,wholesale,UST,,USD,,,-424929.42,1.21,,2023-10-21,W012,2030-01-07,,,424929.42,,,3.84,,,,repo
,,,,wholesale,Agency,,USD,,,-406404.33,2.17,,2025-07-14,W013,2029-09-13,,,406404.33,,,3.44,,,,term_debt
,,,,wholesale,None,,USD,,,-475551.50,1.73,,2024-09-20,W014,2026-07-25,,,475551.50,,,4.56,,,,subordinated
,,,,wholesale,Agency,,USD,,,-533617.41,4.49,,2022-10-04,W015,2030-05-09,,,533617.41,,,2.38,,,,repo
,,,,wholesale,None,,USD,,,-359939.22,3.79,,2024-04-14,W016,2029-12-21,,,359939.22,,,5.31,,,,term_debt
,,,,wholesale,UST,,USD,,,-697958.35,1.05,,2023-11-01,W017,2029-02-16,,,697958.35,,,3.45,,,,subordinated
,,,,wholesale,Agency,,USD,,,-624392.25,4.68,,2023-07-01,W018,2028-03-22,,,624392.25,,,4.07,,,,term_debt
,,,,wholesale,UST,,USD,,,-460480.79,4.33,,2022-12-26,W019,2027-05-10,,,460480.79,,,2.65,,,,repo
,,,,wholesale,None,,USD,,,-474006.68,4.38,,2021-12-09,W020,2029-04-07,,,474006.68,,,5.18,,,,subordinated
,,,,wholesale,Agency,,USD,,,-333835.12,4.66,,2023-06-20,W021,2030-01-26,,,333835.12,,,4.85,,,,repo
,,,,wholesale,Agency,,USD,,,-617589.21,2.25,,2023-02-12,W022,2026-11-13,,,617589.21,,,2.47,,,,repo
,,,,wholesale,None,,USD,,,-702946.70,4.05,,2022-06-16,W023,2030-09-18,,,702946.70,,,3.45,,,,term_debt
,,,,wholesale,None,,USD,,,-617893.40,4.26,,2025-08-24,W024,2030-02-10,,,617893.40,,,3.37,,,,term_debt
,,,,wholesale,UST,,USD,,,-459768.66,2.23,,2021-12-12,W025,2030-01-09,,,459768.66,,,2.89,,,,repo
,,,,wholesale,UST,,USD,,,-671658.85,1.31,,2021-12-07,W026,2026-07-28,,,671658.85,,,2.84,,,,term_debt
,,,,wholesale,UST,,USD,,,-552176.61,1.43,,2025-07-26,W027,2030-05-19,,,552176.61,,,5.10,,,,term_debt
,,,,wholesale,Agency,,USD,,,-323700.70,1.48,,2025-06-22,W028,2029-01-04,,,323700.70,,,5.17,,,,subordinated
,,,,wholesale,UST,,USD,,,-403963.04,4.02,,2022-01-23,W029,2026-07-03,,,403963.04,,,3.01,,,,term_debt
,,,,wholesale,UST,,USD,,,-748541.08,1.74,,2022-07-06,W030,2029-07-04,,,748541.08,,,5.13,,,,repo
1613252.86,,,,equity,,2.78,,,,-1613252.86,,2018-05-22,,E01,,,,,,,,,,AT1,
1434364.20,,,,equity,,6.25,,,,-1434364.20,,2019-04-11,,E02,,,,,,,,,,CET1,
1952382.94,,,,equity,,4.04,,,,-1952382.94,,2022-03-06,,E03,,,,,,,,,,T2,
