as_of_date,instrument_id,side,category,product_type,segment_id,bucket_type,tenor_days,weight,ticket_balance,ftp_rate_pct,position_rate_pct,ftp_spread_pct,ftp_charge
2025-11-21,D0397,liability,deposit,deposit,unassigned,match_funded,330,1.0,-213673.99,4.6917,3.14,1.5517,-3039.22
2025-11-21,D0398,liability,deposit,deposit,unassigned,match_funded,1,1.0,-287638.46,5.3,2.41,2.89,-23.09
2025-11-21,D0399,liability,deposit,deposit,unassigned,match_funded,1,1.0,-179639.03,5.3,1.25,4.05,-20.21
2025-11-21,D0400,liability,deposit,deposit,unassigned,match_funded,941,1.0,-279013.16,4.1965,1.88,2.3165,-16894.65
2025-11-21,W001,liability,wholesale,wholesale,wholesale_all,match_funded,775,1.0,-449825.79,4.3118,4.1,0.2118,-2051.07
2025-11-21,W002,liability,wholesale,wholesale,wholesale_all,match_funded,648,1.0,-498127.35,4.41,3.64,0.77,-6904.05
2025-11-21,W003,liability,wholesale,wholesale,wholesale_all,match_funded,369,1.0,-554810.0,4.6425,4.27,0.3725,-2118.33
2025-11-21,W004,liability,wholesale,wholesale,wholesale_all,match_funded,1774,1.0,-508734.23,3.7608,3.96,-0.1992,4992.97
2025-11-21,W005,liability,wholesale,wholesale,wholesale_all,match_funded,1038,1.0,-279648.88,4.1292,4.24,-0.1108,893.67
2025-11-21,W006,liability,wholesale,wholesale,wholesale_all,match_funded,1400,1.0,-586793.11,3.9222,3.2,0.7222,-16480.92
2025-11-21,W007,liability,wholesale,wholesale,wholesale_all,match_funded,943,1.0,-451402.14,4.1951,5.57,-1.3749,16256.67
2025-11-21,W008,liability,wholesale,wholesale,wholesale_all,match_funded,1655,1.0,-611535.58,3.8104,2.11,1.7004,-47804.92
2025-11-21,W009,liability,wholesale,wholesale,wholesale_all,match_funded,1073,1.0,-466531.3,4.1049,3.45,0.6549,-9105.99
2025-11-21,W010,liability,wholesale,wholesale,wholesale_all,match_funded,1510,1.0,-445646.01,3.8708,3.9,-0.0292,545.19
2025-11-21,W011,liability,wholesale,wholesale,wholesale_all,match_funded,620,1.0,-257592.29,4.4333,2.07,2.3633,-10484.48
2025-11-21,W012,liability,wholesale,wholesale,wholesale_all,match_funded,1508,1.0,-424929.42,3.8717,3.84,0.0317,-563.66
2025-11-21,W013,liability,wholesale,wholesale,wholesale_all,match_funded,1392,1.0,-406404.33,3.9267,3.44,0.4867,-7647.63
2025-11-21,W014,liability,wholesale,wholesale,wholesale_all,match_funded,246,1.0,-475551.5,4.8083,4.56,0.2483,-806.98
2025-11-21,W015,liability,wholesale,wholesale,wholesale_all,match_funded,1630,1.0,-533617.41,3.8208,2.38,1.4408,-34811.99
2025-11-21,W016,liability,wholesale,wholesale,wholesale_all,match_funded,1491,1.0,-359939.22,3.8788,5.31,-1.4312,21336.33
2025-11-21,W017,liability,wholesale,wholesale,wholesale_all,match_funded,1183,1.0,-697958.35,4.0428,3.45,0.5928,-13595.77
2025-11-21,W018,liability,wholesale,wholesale,wholesale_all,match_funded,852,1.0,-624392.25,4.2583,4.07,0.1883,-2783.06
2025-11-21,W019,liability,wholesale,wholesale,wholesale_all,match_funded,535,1.0,-460480.79,4.5042,2.65,1.8542,-12688.54
2025-11-21,W020,liability,wholesale,wholesale,wholesale_all,match_funded,1233,1.0,-474006.68,4.015,5.18,-1.165,18913.46
2025-11-21,W021,liability,wholesale,wholesale,wholesale_all,match_funded,1527,1.0,-333835.12,3.8638,4.85,-0.9862,13965.47
2025-11-21,W022,liability,wholesale,wholesale,wholesale_all,match_funded,357,1.0,-617589.21,4.6542,2.47,2.1842,-13376.77
2025-11-21,W023,liability,wholesale,wholesale,wholesale_all,match_funded,1762,1.0,-702946.7,3.7658,3.45,0.3158,-10866.35
2025-11-21,W024,liability,wholesale,wholesale,wholesale_all,match_funded,1542,1.0,-617893.4,3.8575,3.37,0.4875,-12902.39
2025-11-21,W025,liability,wholesale,wholesale,wholesale_all,match_funded,1510,1.0,-459768.66,3.8708,2.89,0.9808,-18915.12
2025-11-21,W026,liability,wholesale,wholesale,wholesale_all,match_funded,249,1.0,-671658.85,4.8042,2.84,1.9642,-9124.81
2025-11-21,W027,liability,wholesale,wholesale,wholesale_all,match_funded,1640,1.0,-552176.61,3.8167,5.1,-1.2833,32281.88
2025-11-21,W028,liability,wholesale,wholesale,wholesale_all,match_funded,1140,1.0,-323700.7,4.0667,5.17,-1.1033,11309.74
2025-11-21,W029,liability,wholesale,wholesale,wholesale_all,match_funded,224,1.0,-403963.04,4.8389,3.01,1.8289,-4597.0
2025-11-21,W030,liability,wholesale,wholesale,wholesale_all,match_funded,1321,1.0,-748541.08,3.9661,5.13,-1.1639,31968.88
2025-11-21,,asset,cash,asset,asset_cash,overnight,1,1.0,5000000.0,5.3,0.0,5.3,736.11
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,30,0.011905,162373.24,5.2,4.9075,0.2925,39.58
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,60,0.011905,162373.24,5.125,4.9075,0.2175,58.86
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,90,0.011905,162373.24,5.05,4.9075,0.1425,57.85
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,120,0.011905,162373.24,5.0,4.9075,0.0925,50.07
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,150,0.011905,162373.24,4.95,4.9075,0.0425,28.76
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,180,0.011905,162373.24,4.9,4.9075,-0.0075,-6.08
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,210,0.011905,162373.24,4.8583,4.9075,-0.0492,-46.56
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,240,0.011905,162373.24,4.8167,4.9075,-0.0908,-98.31
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,270,0.011905,162373.24,4.775,4.9075,-0.1325,-161.34
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,300,0.011905,162373.24,4.7333,4.9075,-0.1742,-235.65
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,330,0.011905,162373.24,4.6917,4.9075,-0.2158,-321.23
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,360,0.011905,162373.24,4.65,4.9075,-0.2575,-418.09
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,390,0.011905,162373.24,4.625,4.9075,-0.2825,-496.91
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,420,0.011905,162373.24,4.6,4.9075,-0.3075,-582.49
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,450,0.011905,162373.24,4.575,4.9075,-0.3325,-674.84
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,480,0.011905,162373.24,4.55,4.9075,-0.3575,-773.95
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,510,0.011905,162373.24,4.525,4.9075,-0.3825,-879.83
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,540,0.011905,162373.24,4.5,4.9075,-0.4075,-992.48
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,570,0.011905,162373.24,4.475,4.9075,-0.4325,-1111.89
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,600,0.011905,162373.24,4.45,4.9075,-0.4575,-1238.06
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,630,0.011905,162373.24,4.425,4.9075,-0.4825,-1371.0
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,660,0.011905,162373.24,4.4,4.9075,-0.5075,-1510.71
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,690,0.011905,162373.24,4.375,4.9075,-0.5325,-1657.18
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,720,0.011905,162373.24,4.35,4.9075,-0.5575,-1810.42
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,750,0.011905,162373.24,4.3292,4.9075,-0.5783,-1956.33
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,780,0.011905,162373.24,4.3083,4.9075,-0.5992,-2107.88
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,810,0.011905,162373.24,4.2875,4.9075,-0.62,-2265.06
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,840,0.011905,162373.24,4.2667,4.9075,-0.6408,-2427.88
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,870,0.011905,162373.24,4.2458,4.9075,-0.6617,-2596.34
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,900,0.011905,162373.24,4.225,4.9075,-0.6825,-2770.44
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,930,0.011905,162373.24,4.2042,4.9075,-0.7033,-2950.18
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,960,0.011905,162373.24,4.1833,4.9075,-0.7242,-3135.55
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,990,0.011905,162373.24,4.1625,4.9075,-0.745,-3326.56
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1020,0.011905,162373.24,4.1417,4.9075,-0.7658,-3523.21
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1050,0.011905,162373.24,4.1208,4.9075,-0.7867,-3725.5
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1080,0.011905,162373.24,4.1,4.9075,-0.8075,-3933.43
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1110,0.011905,162373.24,4.0833,4.9075,-0.8242,-4126.13
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1140,0.011905,162373.24,4.0667,4.9075,-0.8408,-4323.35
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1170,0.011905,162373.24,4.05,4.9075,-0.8575,-4525.07
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1200,0.011905,162373.24,4.0333,4.9075,-0.8742,-4731.31
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1230,0.011905,162373.24,4.0167,4.9075,-0.8908,-4942.05
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1260,0.011905,162373.24,4.0,4.9075,-0.9075,-5157.31
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1290,0.011905,162373.24,3.9833,4.9075,-0.9242,-5377.07
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1320,0.011905,162373.24,3.9667,4.9075,-0.9408,-5601.35
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1350,0.011905,162373.24,3.95,4.9075,-0.9575,-5830.14
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1380,0.011905,162373.24,3.9333,4.9075,-0.9742,-6063.43
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1410,0.011905,162373.24,3.9167,4.9075,-0.9908,-6301.24
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1440,0.011905,162373.24,3.9,4.9075,-1.0075,-6543.56
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1470,0.011905,162373.24,3.8875,4.9075,-1.02,-6762.76
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1500,0.011905,162373.24,3.875,4.9075,-1.0325,-6985.35
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1530,0.011905,162373.24,3.8625,4.9075,-1.045,-7211.31
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1560,0.011905,162373.24,3.85,4.9075,-1.0575,-7440.66
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1590,0.011905,162373.24,3.8375,4.9075,-1.07,-7673.4
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1620,0.011905,162373.24,3.825,4.9075,-1.0825,-7909.51
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1650,0.011905,162373.24,3.8125,4.9075,-1.095,-8149.01
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1680,0.011905,162373.24,3.8,4.9075,-1.1075,-8391.89
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1710,0.011905,162373.24,3.7875,4.9075,-1.12,-8638.16
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1740,0.011905,162373.24,3.775,4.9075,-1.1325,-8887.8
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1770,0.011905,162373.24,3.7625,4.9075,-1.145,-9140.83
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1800,0.011905,162373.24,3.75,4.9075,-1.1575,-9397.25
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1830,0.011905,162373.24,3.7417,4.9075,-1.1658,-9622.65
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1860,0.011905,162373.24,3.7333,4.9075,-1.1742,-9850.31
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1890,0.011905,162373.24,3.725,4.9075,-1.1825,-10080.22
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1920,0.011905,162373.24,3.7167,4.9075,-1.1908,-10312.39
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1950,0.011905,162373.24,3.7083,4.9075,-1.1992,-10546.82
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,1980,0.011905,162373.24,3.7,4.9075,-1.2075,-10783.5
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2010,0.011905,162373.24,3.6917,4.9075,-1.2158,-11022.43
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2040,0.011905,162373.24,3.6833,4.9075,-1.2242,-11263.62
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2070,0.011905,162373.24,3.675,4.9075,-1.2325,-11507.07
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2100,0.011905,162373.24,3.6667,4.9075,-1.2408,-11752.77
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2130,0.011905,162373.24,3.6583,4.9075,-1.2492,-12000.73
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2160,0.011905,162373.24,3.65,4.9075,-1.2575,-12250.94
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2190,0.011905,162373.24,3.6417,4.9075,-1.2658,-12503.4
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2220,0.011905,162373.24,3.6333,4.9075,-1.2742,-12758.12
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2250,0.011905,162373.24,3.625,4.9075,-1.2825,-13015.1
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2280,0.011905,162373.24,3.6167,4.9075,-1.2908,-13274.33
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2310,0.011905,162373.24,3.6083,4.9075,-1.2992,-13535.82
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2340,0.011905,162373.24,3.6,4.9075,-1.3075,-13799.56
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2370,0.011905,162373.24,3.5917,4.9075,-1.3158,-14065.56
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2400,0.011905,162373.24,3.5833,4.9075,-1.3242,-14333.81
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2430,0.011905,162373.24,3.575,4.9075,-1.3325,-14604.32
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2460,0.011905,162373.24,3.5667,4.9075,-1.3408,-14877.08
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2490,0.011905,162373.24,3.5583,4.9075,-1.3492,-15152.1
2025-11-21,,asset,loan,asset,loan_mortgage,ladder,2520,0.011905,162373.24,3.55,4.9075,-1.3575,-15429.37
2025-11-21,,asset,loan,asset,loan_auto,ladder,30,0.027778,336896.7,5.2,5.0807,0.1193,33.48
2025-11-21,,asset,loan,asset,loan_auto,ladder,60,0.027778,336896.7,5.125,5.0807,0.0443,24.85
2025-11-21,,asset,loan,asset,loan_auto,ladder,90,0.027778,336896.7,5.05,5.0807,-0.0307,-25.89
2025-11-21,,asset,loan,asset,loan_auto,ladder,120,0.027778,336896.7,5.0,5.0807,-0.0807,-90.66
2025-11-21,,asset,loan,asset,loan_auto,ladder,150,0.027778,336896.7,4.95,5.0807,-0.1307,-183.52
2025-11-21,,asset,loan,asset,loan_auto,ladder,180,0.027778,336896.7,4.9,5.0807,-0.1807,-304.44
2025-11-21,,asset,loan,asset,loan_auto,ladder,210,0.027778,336896.7,4.8583,5.0807,-0.2224,-437.07
2025-11-21,,asset,loan,asset,loan_auto,ladder,240,0.027778,336896.7,4.8167,5.0807,-0.2641,-593.09
2025-11-21,,asset,loan,asset,loan_auto,ladder,270,0.027778,336896.7,4.775,5.0807,-0.3057,-772.51
2025-11-21,,asset,loan,asset,loan_auto,ladder,300,0.027778,336896.7,4.7333,5.0807,-0.3474,-975.32
2025-11-21,,asset,loan,asset,loan_auto,ladder,330,0.027778,336896.7,4.6917,5.0807,-0.3891,-1201.53
2025-11-21,,asset,loan,asset,loan_auto,ladder,360,0.027778,336896.7,4.65,5.0807,-0.4307,-1451.13
2025-11-21,,asset,loan,asset,loan_auto,ladder,390,0.027778,336896.7,4.625,5.0807,-0.4557,-1663.3
2025-11-21,,asset,loan,asset,loan_auto,ladder,420,0.027778,336896.7,4.6,5.0807,-0.4807,-1889.51
2025-11-21,,asset,loan,asset,loan_auto,ladder,450,0.027778,336896.7,4.575,5.0807,-0.5057,-2129.75
2025-11-21,,asset,loan,asset,loan_auto,ladder,480,0.027778,336896.7,4.55,5.0807,-0.5307,-2384.04
2025-11-21,,asset,loan,asset,loan_auto,ladder,510,0.027778,336896.7,4.525,5.0807,-0.5557,-2652.36
2025-11-21,,asset,loan,asset,loan_auto,ladder,540,0.027778,336896.7,4.5,5.0807,-0.5807,-2934.71
2025-11-21,,asset,loan,asset,loan_auto,ladder,570,0.027778,336896.7,4.475,5.0807,-0.6057,-3231.11
2025-11-21,,asset,loan,asset,loan_auto,ladder,600,0.027778,336896.7,4.45,5.0807,-0.6307,-3541.54
2025-11-21,,asset,loan,asset,loan_auto,ladder,630,0.027778,336896.7,4.425,5.0807,-0.6557,-3866.01
2025-11-21,,asset,loan,asset,loan_auto,ladder,660,0.027778,336896.7,4.4,5.0807,-0.6807,-4204.52
2025-11-21,,asset,loan,asset,loan_auto,ladder,690,0.027778,336896.7,4.375,5.0807,-0.7057,-4557.06
2025-11-21,,asset,loan,asset,loan_auto,ladder,720,0.027778,336896.7,4.35,5.0807,-0.7307,-4923.64
2025-11-21,,asset,loan,asset,loan_auto,ladder,750,0.027778,336896.7,4.3292,5.0807,-0.7516,-5275.02
2025-11-21,,asset,loan,asset,loan_auto,ladder,780,0.027778,336896.7,4.3083,5.0807,-0.7724,-5638.09
2025-11-21,,asset,loan,asset,loan_auto,ladder,810,0.027778,336896.7,4.2875,5.0807,-0.7932,-6012.86
2025-11-21,,asset,loan,asset,loan_auto,ladder,840,0.027778,336896.7,4.2667,5.0807,-0.8141,-6399.32
2025-11-21,,asset,loan,asset,loan_auto,ladder,870,0.027778,336896.7,4.2458,5.0807,-0.8349,-6797.49
2025-11-21,,asset,loan,asset,loan_auto,ladder,900,0.027778,336896.7,4.225,5.0807,-0.8557,-7207.35
2025-11-21,,asset,loan,asset,loan_auto,ladder,930,0.027778,336896.7,4.2042,5.0807,-0.8766,-7628.91
2025-11-21,,asset,loan,asset,loan_auto,ladder,960,0.027778,336896.7,4.1833,5.0807,-0.8974,-8062.17
2025-11-21,,asset,loan,asset,loan_auto,ladder,990,0.027778,336896.7,4.1625,5.0807,-0.9182,-8507.13
2025-11-21,,asset,loan,asset,loan_auto,ladder,1020,0.027778,336896.7,4.1417,5.0807,-0.9391,-8963.78
2025-11-21,,asset,loan,asset,loan_auto,ladder,1050,0.027778,336896.7,4.1208,5.0807,-0.9599,-9432.14
2025-11-21,,asset,loan,asset,loan_auto,ladder,1080,0.027778,336896.7,4.1,5.0807,-0.9807,-9912.19
2025-11-21,,liability,deposit,deposit,nmd_sme_mid,overnight,1,0.25,-4113762.26,5.3,1.6824,3.6176,-413.39
2025-11-21,,liability,deposit,deposit,nmd_sme_mid,ladder,30,0.0625,-1028440.56,5.2,1.6824,3.5176,-3014.73
2025-11-21,,liability,deposit,deposit,nmd_sme_mid,ladder,60,0.0625,-1028440.56,5.125,1.6824,3.4426,-5900.9
2025-11-21,,liability,deposit,deposit,nmd_sme_mid,ladder,90,0.0625,-1028440.56,5.05,1.6824,3.3676,-8658.52
2025-11-21,,liability,deposit,deposit,nmd_sme_mid,ladder,120,0.0625,-1028440.56,5.0,1.6824,3.3176,-11373.28
2025-11-21,,liability,deposit,deposit,nmd_sme_mid,ladder,150,0.0625,-1028440.56,4.95,1.6824,3.2676,-14002.35
2025-11-21,,liability,deposit,deposit,nmd_sme_mid,ladder,180,0.0625,-1028440.56,4.9,1.6824,3.2176,-16545.71
2025-11-21,,liability,deposit,deposit,nmd_sme_mid,ladder,210,0.0625,-1028440.56,4.8583,1.6824,3.176,-19053.35
2025-11-21,,liability,deposit,deposit,nmd_sme_mid,ladder,240,0.0625,-1028440.56,4.8167,1.6824,3.1343,-21489.58
2025-11-21,,liability,deposit,deposit,nmd_sme_mid,ladder,270,0.0625,-1028440.56,4.775,1.6824,3.0926,-23854.39
2025-11-21,,liability,deposit,deposit,nmd_sme_mid,ladder,300,0.0625,-1028440.56,4.7333,1.6824,3.051,-26147.79
2025-11-21,,liability,deposit,deposit,nmd_sme_mid,ladder,330,0.0625,-1028440.56,4.6917,1.6824,3.0093,-28369.76
2025-11-21,,liability,deposit,deposit,nmd_sme_mid,ladder,360,0.0625,-1028440.56,4.65,1.6824,2.9676,-30520.31
2025-11-21,,liability,deposit,deposit,nmd_retail_volatile,overnight,1,0.5,-4256056.08,5.3,2.1207,3.1793,-375.87
2025-11-21,,liability,deposit,deposit,nmd_retail_volatile,ladder,30,0.083333,-709342.68,5.2,2.1207,3.0793,-1820.22
2025-11-21,,liability,deposit,deposit,nmd_retail_volatile,ladder,60,0.083333,-709342.68,5.125,2.1207,3.0043,-3551.76
2025-11-21,,liability,deposit,deposit,nmd_retail_volatile,ladder,90,0.083333,-709342.68,5.05,2.1207,2.9293,-5194.65
2025-11-21,,liability,deposit,deposit,nmd_retail_volatile,ladder,120,0.083333,-709342.68,5.0,2.1207,2.8793,-6807.97
2025-11-21,,liability,deposit,deposit,nmd_retail_volatile,ladder,150,0.083333,-709342.68,4.95,2.1207,2.8293,-8362.18
2025-11-21,,liability,deposit,deposit,nmd_retail_volatile,ladder,180,0.083333,-709342.68,4.9,2.1207,2.7793,-9857.28
